# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
0.292255780783007,2.870513920241512,25.15804243597646,25.222976508355167,67.77634498868771,68.0938296624282,0.228716601099947,4.163336941102157e-7,0.228716601100326,89.99989570427583,1.808713556825501,6.567853383730042,0,76.70637361102672,2.467989153261696e-4,81.70940381573759,89.99994375386754
0.293755780783007,2.908327163505418,25.25956932781961,25.324962115071195,67.59265885620843,67.9357414734327,0.23143715415892,4.308903412421231e-7,0.231437154159321,89.99989332655738,1.818753282571923,6.818903012458193,0,77.80566227665841,3.656479497118819e-4,81.59351702970407,89.9999457736651
0.296005780783007,2.965332054687513,25.41134093875687,25.477474885300786,67.31501016027183,67.69902006418273,0.235546930114491,4.532638435365092e-7,0.235546930114927,89.999889745516,1.834523977873176,7.200466982989233,0,79.4116363239816,4.189897886286415e-4,81.41663777783377,89.99995035644726
0.299380780783007,3.051477913201536,25.63781965631891,25.705187685534163,66.8935926292538,67.34487806854072,0.241780558271152,4.880334522841947e-7,0.241780558271645,89.99988434861235,1.859805693776869,7.783306959002643,0,81.71962868133184,4.328482842959556e-4,81.14469356386954,89.99995526086573
0.304443280783008,3.182123861700604,25.974855290653693,26.0443513775908,66.25442160060723,66.81395973596408,0.251299178041479,5.42904789736151e-7,0.251299178042065,89.99987621864356,1.901349864968468,8.62883734740778,0,84.95352973370441,5.376651082512069e-4,80.7226890229119,89.99996513646869
0.310976829728642,3.353239991459347,26.404984777029846,26.477729167577436,65.40950479566048,66.13159544767595,0.263913797865747,6.185207107427711e-7,0.263913797866471,89.99986571893339,1.961356876349382,9.746004250026864,0,88.71604815707363,4.34794057161692e-4,80.15508554390391,89.9999756452843
0.31841178512477,3.551358685946633,26.887635362321205,26.964811804475747,64.4178105777648,65.35941471352355,0.278777754038332,7.111676583295814e-7,0.27877775403924,89.99985383731395,2.038661392592921,11.05435534355452,0,92.37062104768845,7.102577128142395e-4,79.48146400985046,89.99998048608333
0.327435014393605,3.796577614482521,27.463296308284196,27.54699024594538,63.16915657131895,64.42816630412361,0.2976449985556,8.332326286182188e-7,0.297644998556766,89.99983960519003,2.145699767813198,12.674631015536502,0,95.7986253876524,0.001634785174975,78.63164173094407,89.99999806974452
0.337435014393605,4.074345247923259,28.087827647330226,28.18033367519805,61.72696512854072,63.40253086754815,0.319765870595989,9.807453919872377e-7,0.319765870597493,89.99982426963945,2.281478489789677,14.479733990316072,0,98.15577766213734,0.002885521691496,77.66053970395654,90.00001589806985
0.347435014393605,4.358285086994012,28.697639968683923,28.800776656516835,60.22615858377542,62.38157934997399,0.343334479441248,1.140786946718798e-6,0.343334479443143,89.99980962507033,2.435199426404336,16.25642225211423,0,98.83574282353139,0.012232222812453,76.67412349634321,90.00005297624423
0.357435014393605,4.648247276385964,29.29223315372372,29.40793917907332,58.68652654041838,61.35895610095787,0.36852740916656,1.312729130817793e-6,0.368527409168898,89.9997959070697,2.60613960254714,17.91125613741381,0,-97.8758704794428,0.009913235067996,75.68916223851716,90.00007175616024
0.367435014393605,4.944077657202989,29.871196944722534,30.0015158071925,57.098062709243884,60.340842279362924,0.395511284613971,1.49636234895153e-6,0.395511284616801,89.99978322932733,2.793303388252096,19.514827230447246,0,-95.17688900248739,0.004685829327239,74.72256614562964,90.00004706455117
0.37,5.020884221786573,30.01712136969605,30.151537437458767,56.68337675003322,60.08105811429544,0.402740706427224,1.545564736051876e-6,0.40274070643019,89.99978012072057,2.843876670921981,19.918040675406267,0,-94.22884045350564,0.004091476186543,74.47963264466652,90.00003412533201
0.373847478409593,5.136792815584648,30.234290746498772,30.37513637372653,56.20491856959568,59.846012350227454,0.413831465044854,1.621193817932689e-6,0.413831465048029,89.99977554253026,2.921741394898474,20.556077515146132,0,-92.61559957243858,0.003359068435647,74.12011959810175,90.00001564480375
0.379618696023982,5.312213473566362,30.556569601107142,30.707724473047907,55.47843650591971,59.49601097983268,0.431041037779704,1.739138418776752e-6,0.431041037783213,89.9997688264396,3.043089963395803,21.492287113543927,0,-89.7742048510833,0.002297971387052,73.59357446753789,89.99999528340432
0.387089984877184,5.542050012714332,30.967519347159747,31.133243339113932,54.52805382082036,59.0474407336348,0.454387666795524,1.900707027255294e-6,0.4543876667995,89.99976033132343,3.20805023273775,22.655939700348615,0,-85.37163726912895,0.002038062966772,72.93879461776494,89.9999715971781
0.393318879198206,5.735996097313553,31.304693304189563,31.483648279631545,53.73338021235642,58.6769773309062,0.474815809126442,2.044029014753459e-6,0.474815809130842,89.99975334806994,3.352056999243222,23.573534305360806,0,-81.10671583498424,0.001451690008243,72.42003453989012,89.99995265225554
0.398827049152827,5.909239257857585,31.5987369444067,31.7902286489691,53.03385633835888,58.35144633082706,0.49364104209194,2.177924417664426e-6,0.493641042096744,89.9997472133259,3.484029430404256,24.33724246461999,0,-76.91105276212828,0.001297051505034,71.98466234557374,89.99994272359321
0.403848895647624,6.06858935512555,31.86349292598263,32.06709840440834,52.410913364390325,58.05312323553392,0.51144690073411,2.306253239699009e-6,0.51144690073931,89.99974163774006,3.607855129278756,24.96520133526784,0,-72.76644169845807,0.001309702868956,71.60871584821335,89.99993170632436
0.408540033054683,6.218639974054632,32.10801743095231,32.32351621876737,51.84030267488609,57.77360318919539,0.528648556523564,2.431839854731486e-6,0.528648556529157,89.99973643329126,3.726247093065604,25.50239682929443,0,-68.65426069902028,8.627887477076338e-4,71.27691655453087,89.99992268099955
0.412983619407584,6.361824773279563,32.33719211429049,32.56446510464832,51.31005926067839,57.50810548550986,0.545459809570146,2.556135817191241e-6,0.545459809576136,89.99973150030195,3.84062413096193,25.970368022001544,0,-64.55977024370975,6.500325488297074e-4,70.98087344288632,89.9999168343529
0.417229919955532,6.499599299510906,32.55401389352114,32.79299315422893,50.81459146991708,57.25318159338123,0.562003645877745,2.679965720208629e-6,0.562003645884135,89.99972677984186,3.95178180492529,26.378098800143228,0,-60.479405477106994,7.961028315243408e-4,70.71534065464152,89.99991373498551
0.421314978033049,6.633007025125188,32.760641101809924,33.01129245755006,50.349928632210315,57.00630281449554,0.578368010237663,2.803911106469214e-6,0.57836801024446,89.99972223174572,4.060273921338784,26.732064030098574,0,-56.41137125553705,0.001013381308572,70.47654199657903,89.99990776038315
0.425268008573144,6.762903088462054,32.95880777667133,33.221126568183564,49.91287963851469,56.76539787706199,0.594628080042309,2.928510992945436e-6,0.59462808004952,89.99971782139832,4.166562179987383,27.03728614954357,0,-52.352961133725266,0.001246660858963,70.26153010207726,89.99989913747068
0.429111382697007,6.889943739859585,33.14984590715794,33.423848165193945,49.501039570460605,56.52884343317532,0.610842091624574,3.054244399484289e-6,0.61084209163221,89.99971351791883,4.270988468917099,27.297568048017414,0,-48.303679825994415,0.001249753751947,70.0680685697505,89.9998882098555
0.432864482495997,7.014706129110669,33.334894557769935,33.62061638923083,49.112362775392306,56.29522225397724,0.627064324830302,3.181588659712579e-6,0.627064324838374,89.99970929361614,4.373859990234891,27.515956665959372,0,-44.261788512564365,0.001389934636223,69.89433926468959,89.99987657125624
0.436542898633408,7.137657170772647,33.51487074230983,33.81236310994393,48.745247621812176,56.063367823065384,0.643339780917135,3.310974059489685e-6,0.643339780925655,89.99970512496611,4.475414864005565,27.694801785760045,0,-40.22671925041411,0.001191150008351,69.7389263341231,89.99986462040289
0.440160091301376,7.259205044623959,33.69055998140657,33.99988689490522,48.39835357130132,55.832259317936945,0.65970972606774,3.442825330255149e-6,0.659709726076724,89.9997009906733,4.575858062221061,27.83595789860053,0,-36.197358590099434,0.001359383157966,69.6006889304629,89.9998525632297
0.443726832190043,7.379677693155328,33.86259561902736,34.18382916622052,48.070642797477056,55.60105707701842,0.676207926233227,3.577513456118626e-6,0.67620792624269,89.99969687367712,4.675338961784216,27.94084553336257,0,-32.174464956474566,0.001171586946017,69.47874337229612,89.99984127831661
0.447253936369349,7.499412956834748,34.031595595692764,34.36481903282943,47.7611141722868,55.36892686822892,0.692872294615301,3.715458889369102e-6,0.692872294625263,89.99969275707085,4.774022242338274,28.010605769262963,0,-28.15741032220665,0.001624086637528,69.37233557942535,89.99982796539152
0.450752336732188,7.618760768901176,34.19816658611197,34.54347761355613,47.467286098130934,55.135626673040846,0.709745233498213,3.857142172145804e-6,0.709745233508694,89.99968862352712,4.872088647262937,28.049849894555926,0,-24.145166963119134,0.001707112689148,69.2808409173273,89.99981316156627
0.454228691417482,7.737931970715233,34.3626840235595,34.72018725358816,47.18459945782868,54.90221098463487,0.726851888876491,4.002937929680601e-6,0.726851888887514,89.99968445916902,4.969642806201886,28.06895696326522,0,-20.13347343894849,0.001642229949496,69.20387016266453,89.99979832474895
0.457685415162796,7.856995641969274,34.52532381203126,34.89511382783922,46.91844358198505,54.6662577888063,0.744198256263301,4.153069895928295e-6,0.744198256274889,89.99968025539559,5.066654195052513,28.05457881480866,0,-16.126786874556846,0.002301210959999,69.1411959289473,89.99977978954824
0.461132362724924,7.976280848960518,34.686613373396746,35.06879884925115,46.66806212094496,54.42700391669386,0.761829334265184,4.308143816076816e-6,0.761829334277365,89.99967599244727,5.163284363051582,28.006976509852535,0,-12.125137312989741,0.002054409746453,69.09250389360804,89.9997580912688
0.464577071534814,8.09604254120792,34.84696193452695,35.24165816933776,46.43292338951286,54.18384652278369,0.779781367678376,4.468731899065646e-6,0.77978136769118,89.99967165222434,5.25963063894038,27.926203635800697,0,-8.12973951595601,0.002132300789683,69.05762058874359,89.99973883670224
0.468030216650721,8.216650549723541,35.006916346877155,35.41425705283992,46.21233481417154,53.93596082860598,0.798109924017383,4.635600574214715e-6,0.798109924030846,89.99966721332436,5.355876257660116,27.812011461378116,0,-4.138495653057096,0.001867807125936,69.03644420307901,89.99971921067468
0.471501135876863,8.338434672862585,35.166952766066764,35.587085276827345,46.005765898837,53.68261072909148,0.816866986737979,4.809513501512269e-6,0.816866986752137,89.99966265643049,5.452162107770715,27.66391510167306,0,-0.152442534605948,0.001668632700257,69.02900614955955,89.99970197372097
0.475,8.461760263067553,35.32757853413215,35.760666374079385,45.81269870480568,53.42299567805291,0.836112336720621,4.991328218320021e-6,0.836112336735519,89.99965796217981,5.548644377948289,27.481140889707536,0,3.828555259600437,0.001509938570656,69.0354504040311,89.99968726341578
0.478536360900188,8.58697776758213,35.48956869403719,35.93580265829024,45.80384642741587,53.33684850142008,0.855905881801031,5.181928719291787e-6,0.855905881816718,89.9996531129746,5.645566987185208,27.328136791906253,0,7.798623117171863,0.001201040597082,69.05602763465467,89.99967376559799
0.482126988136559,8.714702850139787,35.65403976689324,36.11366445157372,45.80998446688944,53.24527985497615,0.876352784846969,5.382682429359768e-6,0.8763527848635,89.99964808123964,5.743362118276591,27.13862837318932,0,11.7604604562468,0.001576537607287,69.09116573068079,89.99965957495752
0.485789505543596,8.845593679273339,35.82185424772128,36.29515537838847,45.83137915355671,53.147841752229446,0.897569477216252,5.595162017731604e-6,0.897569477233692,89.99964283637372,5.842350742327538,26.91055123558324,0,15.71327943259162,0.0015179500485,69.14150713583297,89.99964299530015
0.489543361309884,8.980386746630638,35.9939635107969,36.481271481937966,45.8684250868086,53.04402573674412,0.919689811567595,5.821240311669558e-6,0.919689811586018,89.99963734239827,5.942874701883031,26.6412508418092,0,19.654629202768238,0.001004526461912,69.20792756431125,89.99963040412801
0.493413767765525,9.120041694784152,36.17159128688766,36.67329775359247,45.92169881446322,52.933153690284264,0.942889933972143,6.063346858384763e-6,0.942889933991639,89.99963155383023,6.0453909632052,26.327102719307756,0,23.583148780232126,0.001114456584216,69.29164848064711,89.99961817878484
0.497432062568087,9.265760733313702,36.356254579603785,36.87282789989176,45.99200882996539,52.81436123799289,0.967393690813289,6.324573486841986e-6,0.967393690833963,89.99962541479086,6.150462606834939,25.963279391509683,0,27.496022321363697,0.001059885034653,69.39433375028152,89.99960751298077
0.501639279421812,9.419126675641975,36.54992760636987,37.08194056157159,46.07135604270222,52.69000143856267,0.993498593655706,6.609045157137898e-6,0.993498593677689,89.99961885160529,6.258842367486996,25.56690055486392,0,31.392189976401983,0.001132815133996,69.51828169522605,89.99959798241503
0.506068585696184,9.581469692486458,36.75417181352074,37.3022918270092,46.15518826548074,52.56120720465127,1.021470380003548,6.920851216897313e-6,1.021470380026994,89.99961179925224,6.371171779943993,25.147148923651642,0,35.28659903338619,0.0010835280711,69.66603166572538,89.99958678562692
0.51075083620322,9.754068239928644,36.97051977797736,37.53546035667696,46.2592225434923,52.42145668219834,1.051575716323233,7.26441481890716e-6,1.051575716348325,89.99960419368449,6.48779250083202,24.659550895246472,0,39.15251003355746,0.001060279203852,69.84040884707987,89.99957398665937
0.515774165518122,9.940367502507737,37.203207149454734,37.78589793049813,46.38580892414186,52.26824075171301,1.084474814191855,7.649154777313188e-6,1.084474814218831,89.99959587416895,6.610254171269284,24.089950637808162,0,42.98038910219249,8.856802346760231e-4,70.04684525584561,89.99956489407892
0.521278877511516,10.145863987714176,37.458962660629595,38.06067998566003,46.53872960078948,52.09751607764465,1.121224000654026,8.090212624817749e-6,1.121224000683214,89.99958658123755,6.741029399162994,23.415760261094324,2.951867814052241e-7,46.751315238376144,0.00158053838981,70.29403247029961,89.99955217591908
0.527505984058602,10.380028436201316,37.74933694319579,38.371947525685215,46.724416645540806,51.90229501739791,1.163649903591367,8.613992880612744e-6,1.16364990362325,89.99957586432542,6.884324023679652,22.598166235491703,3.262973915378264e-7,50.4284836356784,0.001794377619517,70.59694532725243,89.99952972398538
0.534947697143448,10.662244072985251,38.09790353083118,38.744469252680034,46.95560231086079,51.668272296846794,1.215497337216776,9.275303487758467e-6,1.215497337252165,89.9995627832927,7.04866258430273,21.558798059386117,3.643665537383694e-7,53.92517258846348,0.001183135228308,70.98586248944981,89.9995099405448
0.544947697143448,11.045576103555415,38.569015572401476,39.24579333829757,47.264846689645466,51.35657446072575,1.287037624503194,1.022538959312805e-5,1.287037624543814,89.99954479056679,7.256950635646765,20.08810612637185,3.052069406700919e-7,56.93854249769066,-2.081749575334346e-4,71.54184377287378,89.9995242691682
0.554947697143448,11.433634428479575,39.04312442087005,39.74761005624824,47.55130863681756,51.05223705088811,1.360586400775039,1.124397359337905e-5,1.3605864008215,89.99952650399014,7.450298023571072,18.579665089182647,0,57.877098290775955,-0.009499461308723,72.11769685951634,89.99954415334103
0.564947697143448,11.826447587901512,39.51992574125178,40.249457722903664,47.80369935596073,50.75733556138464,1.435993097905509,1.232763028353265e-5,1.435993097958424,89.99950813051423,7.62851993467634,17.06204680499739,3.68236657410239e-7,-56.661797101391564,-0.00146634215687,72.69217714737086,89.99957759067718
0.574947697143448,12.22404078856181,39.99906769133361,40.75088071435033,48.017007068345805,50.475030306240974,1.513106125866329,1.347233862523842e-5,1.513106125926307,89.99948985194749,7.791589235792753,15.559425330466867,6.501492124094616e-7,-53.35220824487766,-0.001312340097759,73.24393637371377,89.99962902378127
0.584231388231412,12.597451357419331,40.445584782468465,41.215619002894925,48.16871248041398,50.227714347223426,1.586091938432209,1.458543002168159e-5,1.586091938499272,89.99947311781723,7.929812191719829,14.233707406206026,5.103354612611537e-7,-48.53681457919716,-0.002060175724339,73.71812277539185,89.99964893066753
0.590862932049279,12.866727805853632,40.76528732978337,41.546952142139176,48.24540414914061,50.060263411994626,1.638985257703949,1.540932530001827e-5,1.638985257776387,89.99946131955693,8.021258082209181,13.35705623872166,5.238238184617981e-7,-44.163871869657456,-5.54037564842878e-4,74.02590087743454,89.99966057612667
0.596467129245238,13.095942387659594,41.03579311836855,41.826451775943625,48.28797576335484,49.924371181482755,1.684144081846707,1.612352596239835e-5,1.684144081923888,89.99945146617893,8.09418008891534,12.677311802749092,4.619741972907766e-7,-39.92506004097988,-4.258006072621064e-4,74.26174497235064,89.99968426843472
0.601484104125637,13.30242573863812,41.2781107039135,42.07622629547519,48.30852526039866,49.80649397908672,1.724909547723726,1.677620331123888e-5,1.724909547805307,89.99944275011569,8.156371496167846,12.123251612262537,5.229231325066827e-7,-35.75458593695652,-5.61106698898762e-4,74.45172744592193,89.99970122833992
