# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
3.686661501141967,217.69635620180136,45.710249722005194,48.863038710257555,-16.656958046181526,17.068794995632587,64.72597909527403,0.007737778146778,64.725979557787,89.99315047783436,17.26758878222586,3.726863460160638,-5.90532614788544e-6,10.584976139392344,-0.00121891437389,64.2235540869415,89.98958473961345
3.696661501141966,218.15262660446243,45.543901541638775,48.69427505110404,-16.614478114602974,17.024613667994046,64.89846875117317,0.007779017704133,64.89846921738692,89.99313227431024,17.230364335036192,3.714375791950579,-5.958572372801565e-6,11.624243535165697,-0.009074489393553,64.112483908951,89.9893720702409
3.706661501141966,218.6072348394095,45.37767386469569,48.525928591088146,-16.657551217786818,17.02201737063865,65.07058864239711,0.007820308504118,65.07058911232697,89.99311408304479,17.193965809454788,3.503578569567533,-5.973597353579962e-6,12.418153194575064,-0.026326263685988,63.99173078010362,89.98916268534148
3.716661501141966,219.0601773206161,45.210688403258686,48.35789937794316,-16.73881778490689,17.043374229698937,65.24235812520247,0.007861671631944,65.24235859886623,89.99309588716301,17.160422091275198,3.207582313402202,-5.952002514177481e-6,-12.324218514521014,-0.013604241069655,63.8672549209553,89.98897903989821
3.726661501141966,219.51144599193154,45.042926230559296,48.19017677437066,-16.81140769794016,17.065590191636545,65.41380665946308,0.007903126466589,65.41380713688069,89.99307767255243,17.12973829728544,2.934440287775462,-5.920828077654181e-6,-11.344769386715429,-0.004376187257069,63.74820856566221,89.98881334378214
3.736661501141966,219.9610336722711,44.87451951897306,48.02277835070727,-16.866315157488547,17.081206509506032,65.5849614140733,0.007944687450601,65.58496189526637,89.99305942935041,17.101600464940844,2.70093110402011,-5.956874627690937e-6,-9.590723611917227,-0.002077171760623,63.642949423709005,89.98870421027921
3.746661501141965,220.40893493577147,44.70568488031248,47.855745635638684,-16.895890344068917,17.082852064806225,65.75584562634094,0.00798636295153,65.75584611133199,89.99304115270401,17.075541857438978,2.520461098539916,-6.07324698936212e-6,-7.21774657860099,-0.001536432995708,63.55847604600984,89.9886238525044
3.756661501141965,220.85514721854588,44.536843247362086,47.6891582998916,-16.85331468558515,17.037015917378014,65.92647648505873,0.008028156450184,65.92647697387065,89.9930228414422,17.050671919663998,2.495134360637052,-5.896696259996598e-6,-4.52482618440702,-0.002284113291274,63.49973774127547,89.98861088498609
3.766661501141965,221.29967440769732,44.36874703647074,47.52314366525172,-16.76167812392307,16.957881356012344,66.0968573647459,0.008070065545367,66.09685785740137,89.99300449806114,17.025377242276424,2.572136573860312,-5.807117362750616e-6,-2.019848743566574,-0.005236131666706,63.467267307296076,89.98866863126192
3.776661501141965,221.7425256238213,44.20168661687542,47.35776313176304,-16.647102287865945,16.86374757442264,66.26698064623248,0.008112078474357,66.2669811427529,89.99298613196488,16.999077300480504,2.694432717878459,-5.988186596840588e-6,0.106168036904551,-0.004890258777013,63.45807378080447,89.98876042913874
3.786661501141964,222.1837122703891,44.03586048121123,47.19305696222385,-16.515968832319256,16.760097622044626,66.43683420004608,0.008154178020095,66.43683470045086,89.99296775667848,16.971376406143502,2.850201015775003,-5.775219947367932e-6,1.716892446912241,-0.00494375619095,63.46765650554301,89.98887900078671
3.796661501141964,222.62324739933572,43.87139857840198,47.029046217941,-16.375479517339027,16.652714366255708,66.60640256409674,0.008196346854983,66.60640306840338,89.99294938531781,16.94200622548048,3.02598188053221,-5.76821805624945e-6,2.721607974923181,-0.005256018183099,63.49037732078625,89.98899281406591
3.806661501141964,223.06114494032903,43.708334801956134,46.86573063529547,-16.23978363625845,16.550517559798173,66.77566841039427,0.008238567444029,66.77566891861827,89.99293103082874,16.910889297141715,3.192030536304427,-5.810370587075455e-6,3.083561826901266,-0.029891292119239,63.519920753034775,89.98905773919374
3.816661501141964,223.49741847238195,43.5465852778627,46.70308984776546,-16.111085505669816,16.454652766059265,66.94461509910197,0.0082808254894,66.9446156112572,89.99291270330997,16.878196348137603,3.344924734665619,-5.796954053928198e-6,-2.860346826397757,-0.002061791262304,63.55011327546815,89.98912569121659
3.826661501141964,223.93208082465853,43.386084764452235,46.54110130727926,-15.990844338178857,16.365652067438234,67.11322742460706,0.00832310949451,67.11322794070615,89.99289441050126,16.844042261470292,3.482450996723217,-5.822764336670327e-6,-2.083842771314143,-0.002778097752801,63.575263313484484,89.98914213274415
3.836661501141963,224.36514398106274,43.226724302251114,46.37973496949756,-15.883756056807867,16.28542018687936,67.28149171993886,0.008365413239788,67.28149223999375,89.9928761557183,16.808632363699548,3.594607654673485,-5.897125861432871e-6,-0.831110785832389,-0.003073487023666,63.590190138774766,89.98909027134474
3.846661501141963,224.79661862075685,43.068353796853,46.21895541721773,-15.793329708506565,16.214964048714823,67.44939683485569,0.008407736944652,67.44939735887847,89.99285793702695,16.772261060687597,3.673662453127419,-5.942055227224237e-6,0.792775917142722,-0.006012356401317,63.59065172044336,89.98898989538985
3.856661501141963,225.22651348880174,42.91068341940677,46.058715398648,-15.754963373830439,16.16931595716356,67.61693555788916,0.008450086542932,67.6169360858927,89.99283974807618,16.735546380477174,3.637019055744064,-5.93477380435298e-6,2.590966532127317,-0.008282934388562,63.57368517886934,89.98882551758695
3.866661501141963,225.65483272549412,42.75317354715361,45.89894937061908,-15.749365514940793,16.13995628630254,67.78411084831379,0.008492474132882,67.78411138031248,89.99282157843774,16.69969176283257,3.529259809159785,-5.980257274573258e-6,4.18236256303118,-0.009599295091689,63.539586985166906,89.98861646274574
3.876661501141963,226.08157692063605,42.59565461497697,45.73962623577536,-15.75615717451063,16.118285748059936,67.95093341660912,0.008534915290603,67.95093395261927,89.99280341567815,16.665041737422097,3.39744706334466,-6.110757085313257e-6,5.446437609642531,-0.009632912824132,63.49114624294211,89.98844118643375
3.886661501141962,226.50674542882592,42.43802220574461,45.580723158900945,-15.771357907929609,16.10277259920918,68.11741637124075,0.008577423784674,68.1174169112803,89.99278524927192,16.631794700305086,3.250162322381481,-6.06546965302159e-6,6.314631355414444,-0.012224735472134,63.43199344261346,89.98831050818718
3.896661501141962,226.93033676611824,42.28021362871769,45.4222243036328,-15.79067581441591,16.091406734092576,68.28357436462922,0.008620007542542,68.28357490871709,89.99276707387494,16.60006012638283,3.096437954492282,-6.067515940964311e-6,6.750606346014902,-0.030069454914714,63.36629953748496,89.98821727309112
3.906661501141962,227.3523496786485,42.12246499278192,45.26414576129055,-15.733331491916656,16.039659064059254,68.44942122867319,0.008662672067297,68.44942177682894,89.99274888615268,16.56927380518586,3.11976650676325,-6.062000679613427e-6,6.925998144065363,-0.023344602195478,63.29800699452457,89.9881416620117
3.916661501141962,227.7727892223471,41.965596378748074,45.1065597292566,-15.641442451033454,15.97016499029162,68.61495618566516,0.008705421665235,68.61495673790894,89.99273068226883,16.537546709986934,3.22357687486195,-6.065160338364171e-6,7.435445056871012,-0.013147931374057,63.22649563319398,89.98808778655966
3.926661501141961,228.1916645554465,41.80960980645604,44.94945710021905,-15.55740141563102,15.90600272946079,68.78016891644498,0.008748258889833,68.78016947279744,89.99271245887194,16.50485448091948,3.311824877999442,-6.064824600536488e-6,8.278675674103885,-0.008101939873424,63.14818303222545,89.98808527456826
3.936661501141961,228.6089840596492,41.65441330381589,44.79281759128941,-15.483810958384217,15.848272492775099,68.94505064149978,0.00879118112498,68.94505120198139,89.99269421709059,16.47138002965787,3.379251279539994,-6.055424707645461e-6,9.397112659904677,-0.002578291428163,63.05999904640273,89.9881591600038
3.946661501141961,229.0247550788473,41.49989243676348,44.63661718455173,-15.422506528521016,15.797632931964765,69.10959464833574,0.008834180037062,69.10959521296601,89.99267596299183,16.43735141126088,3.422206690254742,-5.912578887286541e-6,10.708058867344556,5.429346909833369e-4,62.95959913568987,89.98826927237344
3.956661501141961,229.4389833013842,41.34574583876352,44.4808130847637,-15.426179690401053,15.779809845847442,69.27379763975371,0.008877243614967,69.27379820855069,89.9926577059813,16.40341530651636,3.321954083150755,-5.833068022356571e-6,12.00760376337588,0.001537530519015,62.84576438510045,89.98836661406791
3.966661501141961,229.8516688388742,41.191299403658135,44.32532615786795,-15.46394004082639,15.781357600603169,69.43766854556817,0.008920361921197,69.43766911854864,89.99263945495716,16.371053492050095,3.149254853428301,-5.875714827410778e-6,12.825903616353203,0.010093138055452,62.721152480091334,89.98847714073375
3.97666150114196,230.26280796134955,41.03645878674627,44.17013481348783,-15.504157980345171,15.786955388742872,69.60122454170099,0.008963524370155,69.60122511888027,89.99262122015072,16.340436337055515,2.974734570790598,-5.876461523523545e-6,13.092653271839659,0.378444210921783,62.591081580105644,89.98858578391597
3.98666150114196,230.67239668711264,40.88122382759282,44.015231538240386,-15.542129750909405,15.793672727901745,69.76448300221324,0.009006720939436,69.76448358360521,89.99260301127441,16.311534131502412,2.807543595737047,-5.85124130311265e-6,-12.837213801937098,0.020866142044899,62.460973514212796,89.98867194139224
3.99666150114196,231.08043125621623,40.72563842428735,43.860619008370264,-15.573464276503438,15.798282458764644,69.92746057792436,0.009049944206421,69.92746116354186,89.99258483576156,16.284233931371183,2.655737011712922,-5.797159197584621e-6,-12.082185166773082,0.011870462819814,62.33598820246302,89.98873624095006
4.00666150114196,231.48690873229256,40.56985544034829,43.706319503293535,-15.574614472127827,15.784961375709571,70.09017203837425,0.009093188098638,70.0901726282292,89.99256669969137,16.258203900591816,2.568343761498735,-5.801497530330124e-6,-10.941347855249417,0.011815868312878,62.2206599741075,89.98877271062251
4.01666150114196,231.8918288549766,40.414204754778794,43.55238340373282,-15.553343978531124,15.757249316711658,70.25262645449808,0.009136449261283,70.25262704860188,89.9925486062817,16.232749433923914,2.526736455291614,-5.699494689169011e-6,-9.63998979544608,0.010533628571043,62.11766398725161,89.98877537147582
4.02666150114196,232.2951937560916,40.258833181978105,43.3988413678772,-15.518754375722798,15.720510117397028,70.41482798193411,0.00917972812381,70.41482858029819,89.99253055513068,16.20758411669761,2.510518069476262,-5.607763904256146e-6,-8.27642459802205,0.010405728344831,62.02806642208111,89.98874406331657
4.03666150114196,232.69700689181116,40.103873326255986,43.24572309646272,-15.471123280599983,15.67482954761142,70.57677825037246,0.009223027100462,70.57677885300856,89.99251254396584,16.182456870560255,2.518854061502831,-5.67511789358443e-6,-6.935179444993023,0.008808168779347,61.95205875774037,89.98868649742684
4.046661501141959,233.09727301597965,39.94945066132638,43.09305665106951,-15.411566827513916,15.62102374085661,70.73847644478435,0.009266349276864,70.73847705170462,89.99249456973483,16.157132276197263,2.549507919869737,-5.599936675623961e-6,-5.695512082017944,0.00734554313516,61.889019207051696,89.9886348130173
4.056661501141959,233.49599740633747,39.79541144625679,42.940832489429894,-15.42102759703828,15.611436601847167,70.89992093872235,0.009309698954817,70.89992154993949,89.99247662834429,16.131965866205274,2.430814806783348,-5.595321133297322e-6,-4.450247335062758,0.009060468043883,61.83801978954934,89.98854330114338
4.066661501141959,233.89317982633474,39.64101704488497,42.78896718514925,-15.454782152228136,15.618811206616508,71.06112209105522,0.0093530815539,71.06112270658262,89.99245871610783,16.108553020644596,2.257647478039931,-5.63965993550682e-6,-2.707004637769583,0.008376857456935,61.80183110993303,89.9883936813807
4.076661501141959,234.28881694051125,39.486384104213045,42.637494416407385,-15.468146351018582,15.61315560815494,71.22209715317818,0.009396506212117,71.22209777303024,89.99244082712363,16.086683949270654,2.122987637253352,-5.704714229819064e-6,-0.541386578325542,0.010946555127188,61.78529030568324,89.98819183103124
4.086661501141959,234.68290743636405,39.33173181895394,42.48646689420579,-15.458320630285186,15.591193899402828,71.3828595540142,0.00943998553437,71.38286017820695,89.99242295237248,16.065949747037394,2.031169736894325,-5.71964434467402e-6,1.910801755683054,0.010544160711912,61.79196153966441,89.9879705122573
4.096661501141958,235.0754523055873,39.17729908026531,42.33594274436956,-15.424199735762182,15.551247055260582,71.54341846242892,0.00948353354086,71.54341909098015,89.9924050813442,16.045911779328122,1.983771026369915,-5.753362411234538e-6,4.500310457081745,0.009534775031638,61.82396733102145,89.98776623176134
4.106661501141958,235.46645554962265,39.02356363642042,42.1860096092881,-15.295855397460233,15.443210567742923,71.70377738077435,0.009527160874865,71.70377801370331,89.9923872057289,16.025632214336937,2.128276368245766,-5.976957541429823e-6,6.9194841361062,0.011805144254978,61.88152041300842,89.98756916268643
4.116661501141958,235.85592930760944,38.87148058836718,42.036799207189475,-15.119647041053247,15.304710262846537,71.8639232634861,0.009570876359441,71.86392390081336,89.99236931698836,16.00313983110063,2.372852625775546,-6.116177663443223e-6,8.545672499937897,0.01736666890401,61.9595682755761,89.98736042033457
4.126661501141958,236.24389112031423,38.721178383858316,41.888313947178744,-14.941144167301854,15.170114059621833,72.02383179038986,0.009614688979304,72.02383243213747,89.9923514053213,15.978147261270092,2.625751616935197,-6.186217604412894e-6,9.275159044134268,0.058028661680592,62.04942485874047,89.98716633562631
4.136661501141957,236.6303587700766,38.57263909609024,41.740526452591745,-14.767974444320977,15.044871682717744,72.18347779485195,0.009658605859107,72.18347844104322,89.99233346237519,15.950644554446122,2.873168070497229,-6.185052968826246e-6,-9.097153354402446,0.021165861041699,62.14202715294102,89.98702568872858
4.146661501141957,237.0153495334936,38.425783412272914,41.59339733492488,-14.605473779891357,14.931780714359796,72.34283661559638,0.009702629686422,72.34283726625529,89.99231548341365,15.92073713789748,3.104546821459333,-6.198645610051363e-6,-8.056999407847593,0.005699930007642,62.228482616185474,89.98692037934703
4.156661501141957,237.39887963087187,38.280482560261355,41.446880612374976,-14.457017602669776,14.831792979805858,72.50188517471608,0.009746760499702,72.50188582986691,89.99229746597833,15.88863013132319,3.313114098837309,-6.188888235480983e-6,-6.236693596532247,0.003464647605706,62.30055761313217,89.98684434963663
4.166661501141957,237.7809638394126,38.13657123193332,41.300927474512555,-14.329285209613767,14.746751018038754,72.66060276736576,0.009790995450576,72.66060342703267,89.99227941013713,15.854606426102869,3.483999278066968,-6.113281366253569e-6,-3.742720592277196,0.001809610559562,62.350952814028,89.98680849451758
4.176661501141957,238.1616149001134,37.99380991086424,41.15548658077983,-14.227512358287603,14.677099128812142,72.8189723827633,0.009835329445769,72.81897304697004,89.99226131809476,15.819117679499781,3.604875993949255,-5.859953697971205e-6,-0.729560010128642,0.001074995411948,62.373673675420015,89.98681436244769
4.186661501141956,238.54084297109932,37.851926470485274,41.010508773717675,-14.153960178528152,14.621998125983188,72.97698198268354,0.009879755385816,72.97698265145308,89.99224319412242,15.782695978575743,3.6699101434361,-5.487229886084393e-6,2.624433670537074,9.833368213033814e-4,62.364408540674106,89.98683740179457
4.196661501141956,238.91865540116706,37.710633628658215,40.86594790082685,-14.109395846252527,14.580615629752787,73.13462508253524,0.009924264910071,73.13462575588957,89.99222504402006,15.745914046450503,3.676860208974938,-5.744721704592108e-6,6.135878823702701,9.862402493829336e-4,62.32065423864102,89.9869029020934
4.206661501141956,239.2950564712509,37.56957153013611,40.72175622783444,-14.114742631568786,14.561357512427145,73.29190138240428,0.009968849709697,73.29190206036434,89.99220687414748,15.709510664599309,3.578711087709254,-5.72433132886063e-6,9.561497654638977,7.020044113557409e-4,62.24193639612609,89.98699040468448
4.216661501141956,239.67004586346775,37.428240055918195,40.577878570844106,-14.155159251604966,14.559976649543128,73.44882020339887,0.010013499801181,73.44882088598422,89.99218869313869,15.674535898288356,3.409455469271227,-5.416490421604874e-6,12.570840104495053,8.666887978788094e-4,62.13085162674112,89.98707971365401
4.226661501141956,240.043619577469,37.286403973681935,40.43427426493995,-14.214798065865747,14.571662514028136,73.6053983749413,0.010058205931798,73.60539906217015,89.99217050979277,15.641439001696154,3.205130944188111,-5.572285663182164e-6,15.010669762940895,6.62371715699273e-4,61.992426538241816,89.98715134218173
4.236661501141955,240.41577169535404,37.14389808994666,40.29090676874661,-14.288159129406914,14.595226846301571,73.76165622583848,0.010102962672376,73.76165691772813,89.99215233025252,15.610509374504348,2.978112722471732,-5.566285420785924e-6,16.776780684005708,-0.00116117740929,61.83289312238489,89.98719083615697
4.246661501141955,240.78649493177767,37.00061488037067,40.147744928326205,-14.369254589917427,14.62837574948721,73.91761634985522,0.010147766872966,73.91761704642241,89.99213415910354,15.581910065984687,2.741149320690593,-5.544042932978667e-6,17.804005385927088,-9.345850671603152e-5,61.659362672118355,89.98719850297029
4.256661501141955,241.15578166203392,36.85668031234773,40.00478212649887,-14.40028740327838,14.635999768688526,74.07330141648893,0.010192619067012,74.07330211775026,89.99211599807393,15.555311290425601,2.616144478432451,-5.550774409519176e-6,18.18765891122396,-0.001230339790621,61.47906399135794,89.98718624442158
4.266661501141955,241.52362835868797,36.71265025967525,39.86206024529841,-14.405702036657107,14.629264858021111,74.22872486494113,0.01023752166846,74.22872557091344,89.99209784646547,15.529493163351036,2.547771402065879,-5.54627105438888e-6,18.31203678898919,-0.03780991642328,61.2963774936129,89.98716432009115
4.276661501141954,241.8900344933095,36.56856948997053,39.7195794130114,-14.41015961089343,14.622453928671002,74.38389350878255,0.010282478833136,74.38389421948325,89.99207970155194,15.504345010470967,2.48263144358597,-5.539572044469206e-6,-18.20960111001377,-0.023328899671433,61.11358575726761,89.98709967700819
4.286661501141954,242.2549996336801,36.424455720247636,39.577339598637664,-14.412023393885182,14.61437936257757,74.53881383853927,0.010327497906443,74.53881455398674,89.99206155815058,15.479820257018893,2.42356469842243,-5.517465029850966e-6,-17.89472164640512,-0.019588719596978,60.9329003170866,89.98701597148789
4.296661501141954,242.6185236066777,36.2803429395836,39.435344804200746,-14.409725550097852,14.60383903528848,74.69349173893288,0.010372586703139,74.69349245914658,89.9920434107033,15.455844720118316,2.373167532955223,-5.542389776539283e-6,-17.399098876028823,-0.017512318314856,60.756293064820426,89.98695196068286
4.306661501141954,242.98060628382473,36.13613175514504,39.29358511204729,-14.446270872824842,14.619442539647272,74.847932985525,0.010417751318123,74.84793371052527,89.99202525500863,15.432621706388797,2.243514662091788,-5.540452207162779e-6,-16.656668012009973,-0.009376380707259,60.58566721614614,89.98689206810278
4.316661501141954,243.34124441424018,35.991412862696436,39.152013912618436,-14.495529421767898,14.645164154782965,75.00214971277819,0.010462997652941,75.00215044258607,89.99200708773046,15.410982887564227,2.088171425721805,-5.611324916290021e-6,-15.411169207985235,-0.00615549266152,60.42492365444236,89.98684106282394
4.326661501141953,243.70043310879086,35.846267577591526,39.01064845089286,-14.530921468097691,14.662417250150263,75.15615739961524,0.010508328623088,75.15615813425212,89.99198890820462,15.39076974406609,1.959285815158576,-5.6932444619512e-6,-13.720711954803651,-0.00447628028993,60.27893380206577,89.98682747375807
4.336661501141953,244.0581688561097,35.70085193084689,38.86952251132785,-14.549133196013106,14.667732190109977,75.30996889586511,0.010553744884398,75.30996963535242,89.99197071722587,15.371693194647367,1.86147544852406,-5.613545617046177e-6,-11.683553914029565,-0.002183992230964,60.15167068887139,89.98680723092636
4.346661501141953,244.41444985399426,35.555349941962035,38.72867959270548,-14.547911268539027,14.658547816713217,75.4635939586618,0.010599246853367,75.46359470302096,89.99195251544668,15.353426767307111,1.797582214415516,-5.655409420283758e-6,-9.413816195865417,-3.483349657350033e-4,60.046042894791555,89.9867677257086
4.356661501141953,244.76927581407213,35.409794735247424,38.58814520623259,-14.576379877261038,14.671851202027568,75.61703978609786,0.010644834816821,75.61704053535033,89.99193430334864,15.335950810593216,1.671037811725773,-5.848097462113267e-6,-6.928464768470257,-0.001113969888563,59.96403492328512,89.98674407029972
4.366661501141953,245.1226443422612,35.26386257938882,38.4478964882248,-14.605676139735031,14.686367235875041,75.77031815301649,0.010690506745511,75.7703189071834,89.99191608365597,15.319945833821654,1.537402708518053,-5.825257895573507e-6,-4.022922185517568,-0.002690272058336,59.908971317673966,89.986765306349
4.376661501141952,245.47455253371461,35.11777285127866,38.3079950703614,-14.607591401379615,14.679361769661481,75.92344239166961,0.01073625639374,75.92344315077112,89.99189786243019,15.30504871853825,1.449805302424898,-5.733080564182748e-6,-0.826146798498035,-0.00336793491362,59.884547611371616,89.9868272025795
4.386661501141952,245.82500020503315,34.97180564682708,38.16851492004244,-14.581158459699168,14.649089958111821,76.0764212543561,0.010782073569897,76.07642201841091,89.99187964817966,15.29079268717145,1.409132560831652,-5.838154260729645e-6,2.50703291726551,-0.005424708094926,59.89290252386191,89.98691044329166
4.396661501141952,246.17398999332607,34.82624199893628,38.029529538535776,-14.527153541046498,14.595801407137905,76.22925881990707,0.010827945328405,76.229259588932,89.99186145092388,15.276713820514276,1.413940844402289,-5.611373354273339e-6,5.817999535749727,-0.006589274805466,59.93460807363428,89.98700267165941
4.406661501141952,246.52152830171372,34.68175318065687,37.89116036493072,-14.326934930641515,14.426952596108258,76.38195266356723,0.010873858312049,76.38195343757727,89.99184328022044,15.261586749643492,1.695846898608136,-5.654853627760793e-6,8.712278244854506,-0.009280886356746,60.00807485270616,89.9870981609477
4.416661501141951,246.86763394757625,34.53981842302359,37.75360236254373,-14.060570360783762,14.218202757159096,76.53447680681415,0.010919798762468,76.53447758582259,89.99182514333306,15.242553416459717,2.111314939353132,-5.681670008938246e-6,10.279603905186425,-0.019466203790003,60.10421357011615,89.98719488263536
4.426661501141951,247.21233346067348,34.400512765773584,37.61681537624463,-13.802511139284732,14.0309624462321,76.68678987157882,0.01096575481877,76.68679065559768,89.99180704438064,15.219379767333592,2.521625154041805,-5.701596277027486e-6,-10.419329941335366,-0.021893224811259,60.20889174181233,89.98725391391946
4.436661501141951,247.5556526321929,34.26372987944346,37.480726210496094,-13.55663808830092,13.867478967044692,76.83885085538067,0.01101171681938,76.83885164442101,89.99178898581118,15.192157582604997,2.919680914801425,-5.706878240063152e-6,-9.168798390602259,-0.005571032851534,60.30795264991089,89.98727119871045
4.446661501141951,247.89761597108014,34.12931300102796,37.34525927867557,-13.330781720989279,13.730600779915457,76.99062011060623,0.011057678066889,76.99062090467856,89.99177096795452,15.161081250008776,3.289324624410471,-5.655892720237743e-6,-6.627837894923212,-0.002161398387984,60.387948333631314,89.98727203515541
4.456661501141951,248.23824527698034,33.99673337721178,37.210319756397375,-13.218949188927986,13.657172144795585,77.1420623289872,0.011103633597151,77.14206312810167,89.99175299027823,15.127128480055655,3.431870238386141,-5.615281002652244e-6,-3.137121007397056,-0.002738984609551,60.43718580682906,89.987260615083
4.46666150114195,248.57755245269212,33.86476918656733,37.075789948314466,-13.178423581839523,13.61798143334897,77.29316179802518,0.011149580188835,77.29316260219164,89.99173505302576,15.092766752058944,3.431992164421886,-5.465170802761039e-6,0.536409081937344,-0.003776778483721,60.450234066782514,89.9872093690173
4.47666150114195,248.9155415612818,33.73307564405727,36.941622921125315,-13.164582102627595,13.592106904191343,77.44391848862296,0.011195517818152,77.44391929785124,89.9917171557368,15.058655704906778,3.382180976550961,-5.313354981719365e-6,4.185201475978096,-0.003334248533592,60.42653525880869,89.98712982678408
4.48666150114195,249.25221400304042,33.60139470231289,36.80778010198522,-13.17550156951109,13.57917929282805,77.59433734876845,0.011241449988643,77.59433816306883,89.99169929588346,15.025277038892781,3.286376219878197,-5.319097419530129e-6,7.64812453632574,-0.004606739055283,60.3671510257177,89.9870107382281
4.49666150114195,249.58756870968145,33.469492203131615,36.67422529733167,-13.208357294797556,13.578949552609057,77.74442790721031,0.011287383839806,77.74442872659401,89.99168146877366,14.993061489367477,3.150740948613495,-5.248951452095875e-6,10.78101839717632,-0.005939318905963,60.274674734905894,89.98686387882643
4.50666150114195,249.9216029930329,33.33739253784781,36.54093931046738,-13.19180657269185,13.556401118102793,77.89420248855471,0.011333329184068,77.89420331303424,89.99166366809402,14.961901766443638,3.12285936660343,-5.099352452095203e-6,13.604360356398807,-0.00662865042034,60.15268437935359,89.98670098067511
4.516661501141949,250.25431792704705,33.20564567245457,36.4079390226142,-13.160925512942132,13.52784543453281,78.0436650943302,0.011379298056726,78.04366592391978,89.99164588506879,14.93061014660127,3.129319693383709,-5.168983930854823e-6,16.468980859538597,-0.008970291900424,60.00233113616441,89.98654641083054
4.526661501141949,250.5857166007959,33.07410738017431,36.275195014153,-13.149968652368013,13.51036186248244,78.19281507180092,0.011425303810137,78.19281590651678,89.99162810953008,14.899436040318083,3.099710002074161,-5.075689034473712e-6,19.2906259700893,-0.012876719514305,59.82344562473327,89.98636914790274
4.536661501141949,250.91580011929145,32.94258344311418,36.14267334021245,-13.157802786726455,13.50374723376234,78.34165535724887,0.011471360746659,78.34165619710932,89.99161033107661,14.868726652634475,3.037007602716465,-4.929904596769641e-6,21.94909354628937,-0.016850410829373,59.61706962036099,89.9861961225761
4.546661501141949,251.244567714812,32.8108946530668,36.010339426438485,-13.182573574190435,13.50767662479086,78.49019218306971,0.011517483622671,78.4901930280952,89.99159253941035,14.83879165136644,2.945688673464565,-4.950532427568238e-6,24.338889771776635,-0.021220750676435,59.385367983071916,89.98605208586176
4.556661501141949,251.57201654194242,32.67872831477553,35.87814394159572,-13.268257989267546,13.548190025202711,78.63843540569758,0.011563686083823,78.63843625591055,89.991574725514,14.810196771918642,2.739850888139753,-4.908213345142438e-6,26.276663307207066,-0.03071899461508,59.13172393048705,89.98593376098218
4.566661501141948,251.89813848133156,32.54546610141002,35.74600232441766,-13.384858949370036,13.612969926715538,78.78640468807293,0.011609978989514,78.78640554349724,89.99155688352384,14.784090043666668,2.481632755088968,-4.996878502442635e-6,27.38850997965515,-0.063660524101484,58.86268211180355,89.98583865146068
4.576661501141948,252.2229219266746,32.411027850322064,35.613879002663225,-13.502458873915725,13.685283568348872,78.93412575565215,0.011656371490811,78.93412661631281,89.99153900952712,14.760543733277041,2.229482160577684,-4.98021316978698e-6,-27.632426366616713,-0.47283340043676,58.58684566773547,89.98577006633147
4.586661501141948,252.54635514756,32.27542610336825,35.48175327372948,-13.617115960747071,13.761713434572414,79.08162377646407,0.011702869726019,79.08162464238686,89.99152110178602,14.7394601401757,1.98970087371399,-4.931441402748686e-6,-27.043249158644453,-0.047534921039245,58.31276553608053,89.98575320691536
4.596661501141948,252.86842672289316,32.13871176921828,35.349616270827816,-13.72392712839836,13.837491744153507,79.22892266514282,0.011749477917489,79.2289235363539,89.99150315984905,14.72068532065967,1.769181150681862,-4.974973853649992e-6,-25.67036624436918,-0.025201428974838,58.04858649129047,89.98577754550875
4.606661501141947,253.18912560290678,32.00082567263916,35.21745226293843,-13.867489248741402,13.946787605708495,79.3760451650756,0.011796195569324,79.37604604160093,89.9914851865692,14.704288495595621,1.485135163810279,-4.997577400357138e-6,-23.514300960007173,-0.013617482705484,57.8018966862931,89.98583585761382
4.616661501141947,253.50843791061644,31.86139069742446,35.08520281963022,-14.015244295255638,14.0661337133353,79.52301881245484,0.011843019478338,79.52301969431969,89.9914671872633,14.690923719108413,1.195426696093164,-4.829979140515721e-6,-20.386010953414424,-0.008094825414571,57.58163403481959,89.98590549705618
4.626661501141947,253.82634894404646,31.720620149809587,34.952916637436914,-14.133302031757067,14.165584024873683,79.66987249573518,0.011889944263949,79.66987338296374,89.99144916894465,14.680212490802312,0.955795189822617,-4.948887340148575e-6,-16.428981464979653,-0.00490809949921,57.39694838258434,89.98597693757614
4.63594309950367,254.12015699337525,31.589057260714295,34.830178178731224,-14.210281711914753,14.231904457091122,79.80608980474227,0.01193358216533,79.8060906969698,89.99143243467859,14.672176843995512,0.784218173591572,-4.76071513347865e-6,-12.184250048203856,-0.003603363003189,57.26380065758722,89.98603570201459
4.644253905892432,254.38219624926958,31.470775916578738,34.720389998154715,-14.249313296797894,14.265291194658635,79.92800171830767,0.011972719963817,79.92800261502734,89.99141744691046,14.666142806902224,0.674984028036175,-4.854585282012035e-6,-8.047697559170723,-0.002100078343553,57.17955382773406,89.98608123637572
